0.7799,3.3432,0.1771,aw4p11331,aw4p11332,aw4p11333,aw4p11334
0.0506,13.3912,2.9045,1.5602,1.0644,1.2939,1133
-55.6938,101.2932,17.4518,as41,as42,as43,0.2
